,Text,Author,Created at,Retweet count,Favorite count,Location,Follower count
409,"RT @Paula_Piccard: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/SWM4jo35EC…",cybersec_feeds,2021-06-22 20:12:27,41,0,Internet,16691
410,"RT @TeslaNY: Model S Plaid Fund (6/21/21): “We’ve already bought it, it’s on order, we should get it in 2 weeks.” 🏎⚡️🔌 https://t.co/puqyVGa…",Camilleyear3000,2021-06-22 20:12:17,52,0,,8
411,"RT @shaikhmois1322: What about #doge #shiba @elonmusk @NischalShetty. 
Waiting for your reply.(32)
 #Dogecoinarmy #DogecoinRise #cryptos #b…",godfrey_G_,2021-06-22 20:12:15,1,0,"Johannesburg, South Africa",2425
412,"RT @DollarMUSKateer: One quintillion (1018) floating-point operations per second, or 1,000 petaFLOPS.  This will be #tesla super computer #…",BotOfDogecoin,2021-06-22 20:11:15,2,0,the moon,57672
413,"One quintillion (1018) floating-point operations per second, or 1,000 petaFLOPS.  This will be #tesla super compute… https://t.co/xW5VBuyt2t",DollarMUSKateer,2021-06-22 20:10:43,2,9,United States,24
414,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",Janabi300,2021-06-22 20:10:06,507,0,,36
415,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,Techgnostik,2021-06-22 20:09:36,49,0,Colorado,1198
416,RT @DiavoloMartin: #this is the way? #doge #dogecoin #ElonMusk @dogecoin @elonmusk #Tesla @Tesla #cryptocurrency #pic #picturethis https://…,qV0x0gN4UHZuSGN,2021-06-22 20:09:12,173,0,"Тамбов, Россия",1
417,"I got a message today. It’s new #Tesla day for me again this week. 

It’s been only a week or two since I sold my l… https://t.co/2nGzqYXXe1",HejM0,2021-06-22 20:08:51,0,4,Hamburg ⚓️,656
418,"RT @Eifeljunge81: @elonmusk  

This is McGregor - He just scored a goal for Scottland… 
My wife sayd: Heeeey, he looks like that Tesla-Guy…",godfrey_G_,2021-06-22 20:08:21,2,0,"Johannesburg, South Africa",2425
419,"RT @JohnNosta: ""Innovation is taking us on a ride from zero to sixty in less than two seconds. Musk knows this, and leverages this emotiona…",godfrey_G_,2021-06-22 20:08:13,3,0,"Johannesburg, South Africa",2425
420,"@jpr007 @gwestr #Tesla and the #VW Group will first sell one million, then two million, then four million, then 8 m… https://t.co/0sJddIOTz3",ClausAbleiter,2021-06-22 20:08:12,0,0,Speyer,82
421,"@garyblack00 3 days until FSD v9 and subscriptions. Will we get a button too? 🤣 #Tesla $TSLAQ $TSLA 
https://t.co/SWmbPSZITV",majnameismaja,2021-06-22 20:08:11,0,0,,55
422,"RT @catgecoinoff: Is #Tesla's logo inspired by a cat, @elonmusk?

#catgecoin #catgevsdoge #dogecoin #doge #elonmusk #charity #charitytoken…",ThePrince_22_,2021-06-22 20:06:02,187,0,,1
423,"RT @stevenmarkryan: https://t.co/TiGS6L93Ne - Tesla AI Director Gives MIND BLOWING Update On Autonomy 🤯

NEW

$TSLA #Tesla @Tesla https://t…",busuulwa_mark,2021-06-22 20:05:27,38,0,,846
424,"RT @jameswoudhuysen: Cut your #carbonfootprint. Fix your #behaviour. Cave to #parkingenforcement. Offer carrots, rhetoric vs the rich; deli…",Richard16022464,2021-06-22 20:05:13,6,0,,95
425,If the Dukes of Hazzard drove a Tesla would their jumps land the same? @elonmusk #tesla,DarrenDickey,2021-06-22 20:05:03,0,0,"Vancouver, Canada",2297
426,RT @tim_zaman: At #Tesla  Autopilot we are bringing up our 3rd cluster - one of the biggest supercomputers in the world. We're scaling fast…,uncristianr,2021-06-22 20:04:36,429,0,BOGOTA,160
427,RT @tim_zaman: At #Tesla  Autopilot we are bringing up our 3rd cluster - one of the biggest supercomputers in the world. We're scaling fast…,WRGerman,2021-06-22 20:04:30,429,0,Earth,1036
428,"We live in changing times like no other
https://t.co/r3twqTR4no
#AI #ArtificialIntelligence #Bitcoin… https://t.co/ZdtVrIMOcm",NotTheNoobs,2021-06-22 20:04:29,0,0,UK,2083
429,RT @ShutTheFrnkDoor: Finally got a moment to put the new tag on. #IFSD #Tesla #Model3 https://t.co/v1MgeMtQQR,JeremySchieber,2021-06-22 20:03:24,3,0,Us,960
430,"RT @AustinTeslaClub: Welcome to Giga Texas!! 👋
New arrival spotted this morning by Quad Squad member @JoeTegtmeyer 
It’s a bridge crane hea…",joelmcninch,2021-06-22 20:02:27,24,0,"AUSTIN, TEXAS",3225
431,Going on my first drive. #fsd #tesla https://t.co/lr5IAFrP19,4_theloveoftech,2021-06-22 20:02:12,0,4,"Florida, USA",3224
432,"""Innovation is taking us on a ride from zero to sixty in less than two seconds. Musk knows this, and leverages this… https://t.co/fyHVSnp9UJ",JohnNosta,2021-06-22 20:02:06,3,8,07945,66398
433,"You would like to be friends with Elon musk but does he want to be friends with you ???
 You are not the only son o… https://t.co/FoXuXoaPwG",GOndzongo,2021-06-22 20:02:01,0,1,,21
434,"Currently, 1 $DOGE = $0.189190.

At this rate, a #Tesla Model 3 costs:
• Standard Range Plus: 195,518 Ɖ
• Long Rang… https://t.co/Z2MIx0Vboj",dogecoin4tesla,2021-06-22 20:01:46,0,0,The Moon,867
435,USDT Ponzi Scheme FINAL WARNING To EXIT Before Tether Collapses Crypto Exchange Markets https://t.co/qUvk0gjjVF… https://t.co/nFzQ3zUrYt,farmer_student,2021-06-22 20:01:13,0,0,Canada,198
436,"RT @jameswoudhuysen: Cut your #carbonfootprint. Fix your #behaviour. Cave to #parkingenforcement. Offer carrots, rhetoric vs the rich; deli…",2still_learning,2021-06-22 20:00:58,6,0,,206
437,"RT @TNR_Gold: ""Chinese Mining Company Ganfeng #Lithium To Invest US$600 Million In #Argentina""

#TNRGold🔋 $TNR.v Lithium Royalty Holding: #…",CrowStu,2021-06-22 20:00:22,2,0,"Brisbane, Australia",2284
438,Future incoming. Starting with a range of 30 nautical miles (55km) and 7Wh battery capacity (~ 100 #Tesla Model 3s… https://t.co/lScfq5KePr,Lukaesch,2021-06-22 20:00:16,0,1,Deutschland,117
439,"of course #China will. And the irony is that China will replenish at higher prices1

#copper #cobalt #Africa… https://t.co/z9XTP2CyoX",CriticalMetals_,2021-06-22 19:59:42,2,9,"London, England. ",877
440,@squawksquare #tesla in ball mode https://t.co/FxS7kshyAp,Crizzbee,2021-06-22 19:59:21,0,0,beyond the stars,42
441,RT @ShutTheFrnkDoor: Finally got a moment to put the new tag on. #IFSD #Tesla #Model3 https://t.co/v1MgeMtQQR,StephanieLinae,2021-06-22 19:59:04,3,0,United States,2404
442,"RT @Eifeljunge81: @elonmusk  

This is McGregor - He just scored a goal for Scottland… 
My wife sayd: Heeeey, he looks like that Tesla-Guy…",baggercoin,2021-06-22 19:58:54,2,0,Germany 🇩🇪,3
443,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,treasadovander,2021-06-22 19:58:25,49,0,Sweden / Irish at heart ,9293
444,"RT @AstrolightMedia: The Tesla Coil: Making Electricity Jump 
https://t.co/r6KckTrXBH 

#tesla #ElectricVehicle #wirelessenergy",RuleXRP,2021-06-22 19:57:39,1,0,"SE Texas, USA",68796
445,@elonmusk I want to buy #Tesla car through #dogecoin,akthapur1986,2021-06-22 19:56:20,0,0,,50
446,RT @globaltimesnews: One of #Tesla's subsidiaries in China was found guilty of deliberately concealing car details to a customer in E China…,investwithBSF,2021-06-22 19:56:17,18,0,,513
447,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",jonno_3011,2021-06-22 19:56:01,507,0,"Rhodesia, England",83
448,"#TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Increases Stake In #MarianaLithium Closer To 100% - ""Chinese Min… https://t.co/xitEHr888i",TNR_Gold,2021-06-22 19:54:48,1,2,"Vancouver, BC (TSX.V: TNR)",3752
449,"RT @socialstartnow1: $BTHR Sports Venues is Changing name to GGToor, Inc. 
https://t.co/ydtcxqVByo 
 #wsj #nytimes #business #reuters #IHub…",WarnerRobins5,2021-06-22 19:54:45,4,0,,93
450,"RT @socialnowpr: $BTHR Releases Management Report for the Week Ended May 29, 2021https://on.mktw.net/3icy8bE 
 #wsj #nytimes #business #reu…",WarnerRobins5,2021-06-22 19:54:41,4,0,,93
451,"@elonmusk  

This is McGregor - He just scored a goal for Scottland… 
My wife sayd: Heeeey, he looks like that Tesl… https://t.co/urv0PFDyUe",Eifeljunge81,2021-06-22 19:54:33,2,1,,12
452,"RT @BenevidesBianka: 🚨 COUNTDOWN: 4 DAYS TO #DUCKDAY 🚨

I'm accumulating #lunes, what about you? ⌛

#lunes #btc #eth #crypto #doge #tesla #…",nft_artist1,2021-06-22 19:50:40,37,0,,2844
453,"RT @BenevidesBianka: 🚨 COUNTDOWN: 4 DAYS TO #DUCKDAY 🚨

I'm accumulating #lunes, what about you? ⌛

#lunes #btc #eth #crypto #doge #tesla #…",rodrigodantasJs,2021-06-22 19:50:34,37,0,espaco,413
454,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,akalali,2021-06-22 19:48:12,49,0,Global,3025
455,This is all I see today!! It feels like I’m taking crazy pills!! #Tesla #DogecoinIsAWinner #Paytience https://t.co/77vu5rsWEU,Sandy04651889,2021-06-22 19:47:21,0,0,Los Ángeles ,6
456,"@bgrahamdisciple @BradMunchen oh it will change to nano size, @elonmusk company is a fraud Valuation is all a finan… https://t.co/aZw2r53rgX",CapitalPrivate1,2021-06-22 19:47:08,0,0,Coral Gables,1368
457,"RT @dubaisend: $CLSH Achieves Substantial Year-Over-Year Results for May 2021 https://t.co/lTEnTIeneV 
#LasVagas #cannabis #marijuana #CBD…",WarnerRobins5,2021-06-22 19:46:00,4,0,,93
458,"RT @dubaisend: $CLSH PR Page https://t.co/Q3baYQN7Zl  
#LasVagas #cannabis #marijuana #CBD #wsj #nytimes #business #reuters #IHub_StockPost…",WarnerRobins5,2021-06-22 19:45:53,5,0,,93
459,"RT @medianycity: $CLSH Achieves Substantial Year-Over-Year Results for May https://t.co/YJdZRikmVh 
#LasVagas #cannabis #marijuana #CBD #ws…",WarnerRobins5,2021-06-22 19:45:10,6,0,,93
460,Going to sell all my Bitcoin and spend my money on a new Tesla…… #Bitcoin #tesla #crypto #money #Ethereum,Adrian81539254,2021-06-22 19:43:54,0,0,,8
461,MicroStrategy and #Tesla may have hit headlines more than any other firm in the recent past as far as #Bitcoin and… https://t.co/Kxq6p7q9no,Crypto_Chic_,2021-06-22 19:43:06,0,0,Decentralized,116
462,Current #Tesla Price: $627.14 📈 ⚡🚗🔋,TeslaHourly,2021-06-22 19:41:02,0,0,,0
463,Popped another #EV charger on the wall - 7kW @andersen_ev in “Steel” with 8.5m tethered cable (tucks away nicely in… https://t.co/ox7WnYLsoL,darrencrannis,2021-06-22 19:40:37,0,2,Swindon,2454
464,Airspeeder’s Electric Flying Racing Car Takes Maiden Flight https://t.co/DALdrLQhWq #Tesla #EV #ClimateChange #Renewables #RenewableEnergy,Zxcxz_xyz,2021-06-22 19:40:28,0,0,,152
465,"RT @ClaireMusk: 🚨 Korean Backlash Against #Tesla's Design Defects: 
If S. Korea requires that car doors must be able to be opened in case o…",StopThatMadness,2021-06-22 19:40:08,16,0,,139
466,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",AbbasAk16330796,2021-06-22 19:39:38,507,0,,22
467,"RT @Stephan9015: My list of new and upcoming #BEV (pure battery electric) vehicle models has now hit 500 and it will grow further. #EV, #VW…",MotionEorg,2021-06-22 19:39:27,18,0,,649
468,When crypto bounce but tesla’s already closed… #Bitcoin #BitcoinCrash #cryptocurrencies #tesla https://t.co/JY0WTk85U8,carloahri,2021-06-22 19:39:21,0,2,"Palermo, Sicilia",99
469,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",MattsterT3,2021-06-22 19:38:48,507,0,,193
470,And this is how @elonmusk created #Tesla! https://t.co/pC7bTZrmvc,marcarza,2021-06-22 19:38:15,1,1,Reus. Catalunya. Europa. ,7946
471,"Thanks #doge!!  

+ 19 000 instant ! Amazing #dogecoin team !!!
.
.
.
.
.
.
.
.
.
.
.

$doge $shiba $btc $eth… https://t.co/PbanTW84lF",hive_peach,2021-06-22 19:38:08,0,3,,1
472,"RT @SurajCh4248417: Elon Musk loses world's 2nd richest ranking as Tesla goes down !

Check it out - https://t.co/FADG40rakp
#Elon 
#ElonMu…",SurajCh4248417,2021-06-22 19:37:13,6,0,"Mumbai, India",31
473,"RT @SurajCh4248417: A Malian women gives birth to 9 babies !

Check it out - https://t.co/E3P9hLPnCm
#PMNarendraModi 
#vaccine 
#VaccineFor…",SurajCh4248417,2021-06-22 19:36:36,5,0,"Mumbai, India",31
474,"Bye Felicia!! 🍆 #Tesla is old news, much better options available at this point and with each new day. $tslaq $tsla… https://t.co/iLfMA8OTWp",FuckTsla,2021-06-22 19:36:35,0,0,Mars,32
475,RT @nigewillson: Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving Artificial Intelligence https:/…,ZorynaODonnell,2021-06-22 19:36:18,25,0,"Isle of Wight, United Kingdom",3411
476,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",schulzzy,2021-06-22 19:35:32,507,0,Montana,879
477,RT @nigewillson: Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving Artificial Intelligence https:/…,dariomasiero,2021-06-22 19:34:41,25,0,Ms3,365
478,"Making the best from my time of waiting. Tesla Oakville Service- Top notch! 🥳🔋🔌🔴 Thank you for the relaxing time, I… https://t.co/NqBuLgMYud",Nessy_Alberto,2021-06-22 19:33:53,0,0,Canada,470
479,"#NicholasTesla a Visionary, humanist, philosopher, prophet. Much has been written and said from time to time about… https://t.co/fLSITDLfsE",ZouvelosGeorge,2021-06-22 19:33:31,0,1,"New York City, U.S.A.",6431
480,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,tommolog,2021-06-22 19:33:24,49,0,Northern New Jersey,2850
481,RT @dubaisend: $KULR Posted UPLIST TO NYSE AMERICAN EXCHANGE https://t.co/ukCan4EwPq #wsj #nytimes #business #reuters #IHub_StockPosts #for…,JasonHo02236225,2021-06-22 19:33:21,2,0,,93
482,"RT @Valusocial: $KULR Shareholder call https://t.co/elEP4kOjC4 
#wsj #nytimes #business #reuters #IHub_StockPosts #forbes #marketwatch #cnn…",JasonHo02236225,2021-06-22 19:33:05,4,0,,93
483,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,roncohenshair,2021-06-22 19:32:56,49,0,"Ardsley, NY",2943
484,RT @ClaireMusk: Tesla EU absolute numbers and market share *both* down from 2019. #Tesla market share is getting eaten up by VW &amp; Stellanti…,JonBryant421,2021-06-22 19:32:41,4,0,,727
485,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,AzurFlorian,2021-06-22 19:32:38,49,0,"Marseille, France",6063
486,RT @socialnowpr: $KULR Issued Special Permit from the U.S. Department of Transportation Authorizing Transport of Lithium-Ion and Metal Batt…,JasonHo02236225,2021-06-22 19:32:32,3,0,,93
487,"RT @socialstartnow1: $KULR On WSJ KULR Tech Gets Government Permit for Lithium-Battery Packaging https://t.co/8duhP40XAW 
#wsj #nytimes #bu…",JasonHo02236225,2021-06-22 19:32:27,4,0,,93
488,"RT @socialstartnow1: $KULR CEO, Michael Mo, will be popping in to discuss the recent #NYSE uplist and upcoming happenings. https://t.co/eWq…",JasonHo02236225,2021-06-22 19:32:09,2,0,,93
489,"RT @KonstantinKlip: #EU serves as a pioneer continent for global #electrification, so the success of Tesla's competitors within this market…",gezgintrk,2021-06-22 19:32:06,34,0,Turkey / İstanbul,12141
490,RT @dubaisend: $KULR Press UPLIST TO NYSE AMERICAN EXCHANGE https://t.co/ukCan4EwPq #wsj #nytimes #business #reuters #IHub_StockPosts #forb…,JasonHo02236225,2021-06-22 19:31:56,2,0,,93
491,"What can we EXPECT from TESLA AI DAY... ?? watch this to find out 🤩

https://t.co/o7vNtb9A8i

#tesla #TSLA #AIDay https://t.co/FM5yL20d1t",myCLUB2022,2021-06-22 19:31:54,0,1,,23
492,"RT @MrTommyCampbell: Just finished a 1000km road trip in my Tesla Model 3. 
Cost $11 and I had no fatigue thanks to FSD. 
Safe, nimble, fas…",roadie24yt,2021-06-22 19:31:47,103,0,"Straubing, Deutschland",119
493,"RT @investorNPress: $KULR Press Shareholder call https://t.co/hm2h0QhtNf 
#wsj #nytimes #business #reuters #IHub_StockPosts #forbes #market…",JasonHo02236225,2021-06-22 19:31:42,2,0,,93
494,RT @whatisee14: $KULR Now UPLIST TO NYSE AMERICAN EXCHANGE https://t.co/5yJrtTrkUu #wsj #nytimes #business #reuters #IHub_StockPosts #forbe…,JasonHo02236225,2021-06-22 19:31:36,2,0,,93
495,RT @medianycity: $KULR News UPLIST TO NYSE AMERICAN EXCHANGE https://t.co/8zGDP7JNDs #wsj #nytimes #business #reuters #IHub_StockPosts #for…,JasonHo02236225,2021-06-22 19:31:33,1,0,,93
496,RT @socialstartnow1: $KULR Here’s Why KULR Technology Group’s Revenues Will Continue To Soar; The 439% Growth In Q1 Builds Wall Of Momentum…,BillyBadBirrd,2021-06-22 19:31:20,3,0,Wall street,2210
497,RT @socialstartnow1: $KULR Here’s Why KULR Technology Group’s Revenues Will Continue To Soar; The 439% Growth In Q1 Builds Wall Of Momentum…,BullshornF,2021-06-22 19:31:15,3,0,"New York, USA",513
498,"RT @investorNPress: $KULR KULR Tech Gets Government Permit for Lithium-Battery Packaging https://t.co/VIlZHYtWWd 
#wsj #nytimes #business #…",JasonHo02236225,2021-06-22 19:31:12,1,0,,93
499,RT @socialstartnow1: $KULR Stock Surges 61% YTD; Special Permit News Shows It’s Battery Safety Solutions Can Be an Industry Game-Changerhtt…,JasonHo02236225,2021-06-22 19:30:50,1,0,,93
