,Text,Author,Created at,Retweet count,Favorite count,Location,Follower count
134,"#LucidAir - Luxury at its Best 👇🚀

@LucidMotors  #LucidMotors $CCIV 
#SPACs #SpacSquad #SPACPATROL #Tesla… https://t.co/9KDCv2MT5u",InvestStockSpac,2021-06-22 23:12:18,0,0,,35
135,"#Bitcoin failing in every way! #bitCON the #pyramidscheme 

#epicfail #Tesla #shorting #China #ban #ponzi #pyramid… https://t.co/GEPlAgoiNP",AustynWay,2021-06-22 23:10:03,0,0,Bali,121
136,"RT @StocksToTrade: PERSPECTIVE CHECK: If you bought a Tesla Model S in 2012, your $77,000 car would be worth $40,000 today. If you had inve…",TringaleGaetano,2021-06-22 23:10:01,148,0,,8
137,why just because they (ICE Cars) see a #Tesla they act so much worse? https://t.co/9fnOIb486p,CharioBro,2021-06-22 23:09:04,0,0,,51
138,"@anonyx10 actually, Elon is making some of us a lot of money, so some of us think he's great..jus sayin
😉#tesla #Elonmusk",VDOLinx,2021-06-22 23:08:47,0,0,Canada eh!,127
139,"RT @BrokoliNetwork: Social good has forever been the most lucrative business opportunity. 

Think antibiotics, #Tesla, or even Harvard.

Po…",komahouse,2021-06-22 23:07:09,6,0,,17
140,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",Crystalc3h,2021-06-22 23:05:34,507,0,,1
141,"RT @my_tradesignals: $FAMGA + #Tesla 

Q1 Revenue Growth YoY% Change:

🟢 Tesla $TSLA: +73.6%
🟢 Apple $AAPL: +53.6%

🟢 Facebook $FB: +47.5%…",my_tradesignals,2021-06-22 23:04:28,7,0,"Nairobi, Cape Town, New York",3073
142,"#Chicago

Drove the #Tesla to a stay in #Michigan, near the lake. Went into the city for the day. https://t.co/ZuvA5ar9rs",bandarji,2021-06-22 23:01:51,0,0,"Half Moon Bay, CA",624
143,"Currently, 1 $DOGE = $0.191400.

At this rate, a #Tesla Model Y costs:
• Long Range: 255,957 Ɖ
• Performance: 318,6… https://t.co/v9326QNrEx",dogecoin4tesla,2021-06-22 23:01:49,0,0,The Moon,867
144,"RT @Teslaconomics: Thank you @tesla &amp; @elonmusk for allowing me to travel safely to Vegas and Utah, with comfort, safety, and happiness thr…",Marcus08090087,2021-06-22 23:00:31,4,0,,194
145,"RT @newslyticsapp: Tesla built one of the world's most powerful supercomputers to train it's self-driving system 
Url - https://t.co/IqbY5g…",Eco1stArt,2021-06-22 23:00:16,1,0,USA,4398
146,RT @MarketPictorial: Lithium battery prices continued to decline in 2020. Average prices came down as much as 13% to as low as $137/kWh. 10…,Eco1stArt,2021-06-22 23:00:10,1,0,USA,4398
147,"RT @Foxmental_X: These are the 9 worst states to buy an electric car in | Ars Technica

#environment #ecosystem #ClimateChange #ClimateActi…",Eco1stArt,2021-06-22 23:00:01,1,0,USA,4398
148,"RT @CumBlastBsc: Time For Cumblasting Is Approaching!!!💦💦💦
One Lucky Cumblaster will be selected for the @Tesla #giveaway on June 23 at 5 p…",CZ_Community,2021-06-22 22:59:58,12,0,"Sidoarjo, Indonesia",1808
149,"RT @Teslaconomics: People don’t understand this difference, but rather than have a huge house or luxurious vehicle through debt for one’s s…",Marcus08090087,2021-06-22 22:59:55,4,0,,194
150,"RT @Teslaconomics: Always remember debt can help you, but it can kill you. 🔥 

debt free = peace of mind. 🤞

$TSLA #Tesla",Marcus08090087,2021-06-22 22:59:47,2,0,,194
151,#Tesla to rule the world 🌎 https://t.co/zwFu5BdiYQ,MemesOfMars,2021-06-22 22:59:24,0,3,Germany,2884
152,"RT @Teslaconomics: I remember when many would show off their lambos and luxuries watches, but I was never into that bc I knew through inves…",Marcus08090087,2021-06-22 22:58:54,6,0,,194
153,"RT @Teslaconomics: Fuck yea. 

We belong here. 

Tesla will get there. 

Be patient. 

$TSLA #Tesla",Marcus08090087,2021-06-22 22:58:36,2,0,,194
154,"@AdrianoinJapan 👆 True. You just described the highlights of my life . 
#Tesla / #Doge
+ workout
+shower
+buy some… https://t.co/lpnnm94tr1",Doge4faithfull,2021-06-22 22:57:19,0,1,"Florida, USA",1042
155,RT @Teslaconomics: People don’t understand FSD subscription is about to materially increase the take rate of customers utilizing FSD to hel…,Marcus08090087,2021-06-22 22:57:07,3,0,,194
156,"Tesla built one of the world's most powerful supercomputers to train it's self-driving system 
Url -… https://t.co/DJpIJUrzri",newslyticsapp,2021-06-22 22:56:24,1,2,,403
157,"RT @stevenmarkryan: https://t.co/TiGS6L93Ne - Tesla AI Director Gives MIND BLOWING Update On Autonomy 🤯

NEW

$TSLA #Tesla @Tesla https://t…",BENBIOSTOCKS,2021-06-22 22:55:51,38,0,,11
158,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",Mike_berckmoes,2021-06-22 22:55:33,507,0,"den Helder, Netherlands.",46
159,RT @TNR_Gold: #TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Lithium Supercharges #MarianaLithium Development By US$600M Investment Mak…,Autok_it,2021-06-22 22:55:07,3,0,,1406
160,@Kristennetten Any other ladies of #tesla on there?,CB4KKER,2021-06-22 22:55:01,0,0,Heerhugowaard,185
161,"RT @Teslaconomics: Life is too short to worry about the bitty bitty details to save that extra cent. 

Invest to free yourself baby. ❤️ 

$…",Marcus08090087,2021-06-22 22:54:56,3,0,,194
162,"RT @Adekoya05212877: Make: Toyota
Model: Land cruiser prado
Year: 2014 upgraded to 2020
Location: Lagos
Contact 08086442495
Inspection is o…",loyevic,2021-06-22 22:54:30,1,0,"Lagos, Nigeria",234
163,"RT @MrTommyCampbell: Just finished a 1000km road trip in my Tesla Model 3. 
Cost $11 and I had no fatigue thanks to FSD. 
Safe, nimble, fas…",Marcus08090087,2021-06-22 22:54:04,103,0,,194
164,"Life is too short to worry about the bitty bitty details to save that extra cent. 

Invest to free yourself baby. ❤️ 

$TSLA #Tesla",Teslaconomics,2021-06-22 22:53:36,3,38,Space,10975
165,"@ZssBecker One thing to keep in mind , i highly doubt #Elon / #Tesla would let #BTC drop to under their price point… https://t.co/viuolWcSoE",Doge4faithfull,2021-06-22 22:51:53,0,0,"Florida, USA",1042
166,Lithium battery prices continued to decline in 2020. Average prices came down as much as 13% to as low as $137/kWh.… https://t.co/X6o1bo4gul,MarketPictorial,2021-06-22 22:51:00,1,1,The wrong side of the pond.,210
167,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",codedailybot,2021-06-22 22:50:26,36,0,#codedaily,11520
168,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",codedailybot,2021-06-22 22:50:26,36,0,#codedaily,11520
169,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",codedailybot,2021-06-22 22:50:26,36,0,#codedaily,11520
170,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",codedailybot,2021-06-22 22:50:26,36,0,#codedaily,11520
171,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",100DaysOf2020,2021-06-22 22:50:11,36,0,Earth ,5999
172,"These are the 9 worst states to buy an electric car in | Ars Technica

#environment #ecosystem #ClimateChange… https://t.co/CPEyeead9F",Foxmental_X,2021-06-22 22:50:02,1,0,NYC,5359
173,RT @jamesvgingerich: #Tesla Model 3 Is Now 16th Bestselling Car In The World. (Forbes) #AutoIndustry #AutomobileIndustry https://t.co/IumNe…,investinAI,2021-06-22 22:49:59,1,0,"Toronto, Ontario",758
174,"DOGECOIN  ( $ 0.187397 )
#weremainbullish⏫
Jun 23 ( 00:49 CET)
SL &amp; TP customers only
#forecaster : #Пепетес 🇪🇦… https://t.co/xNQNVzPIHA",FauPablo,2021-06-22 22:49:43,0,1,Chicago 🇺🇸 Paris 🇨🇵,9
175,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",hubofml,2021-06-22 22:49:13,36,0,Germany ,8543
176,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",cameliaclement,2021-06-22 22:48:39,36,0,server,823
177,"RT @sh_hameed: #Tesla unveils its new supercomputer (5th most powerful in the world) to train self-driving AI

https://t.co/WJ8RbT3psU…
#Ma…",MillennialFor,2021-06-22 22:48:38,36,0,Boston,176
178,"RT @BenevidesBianka: 🚨 COUNTDOWN: 4 DAYS TO #DUCKDAY 🚨

I'm accumulating #lunes, what about you? ⌛

#lunes #btc #eth #crypto #doge #tesla #…",OwotchegbeLand1,2021-06-22 22:47:59,37,0,,0
179,"Another day, another attempt at getting @elonmusk’s attention. #Elonmusk #Tesla https://t.co/RzbbPGMkIY",MuteNeighbor,2021-06-22 22:47:22,0,0,,105
180,"RT @stevenmarkryan: https://t.co/TiGS6L93Ne - Tesla AI Director Gives MIND BLOWING Update On Autonomy 🤯

NEW

$TSLA #Tesla @Tesla https://t…",bradfordtrader,2021-06-22 22:46:33,38,0,Philly  New Jersey & Taos NM,57
181,RT @GerberKawasaki: I’m getting mine this week. Full video to come. #teslamodelsplaid $tsla #tesla,TDogetronaut,2021-06-22 22:46:23,4,0,United States,190
182,I member when I was at @BankofAmerica someone casually dumped $50k in #BTC right before it blew up initially. Dude drive a #Tesla. 😉,TheJadedBanker,2021-06-22 22:46:07,0,0,"Seychelles, Bahamas ",0
183,RT @TeslaMotorsClub: Former @Tesla Exec Guillen Sells $274M in Stock #Tesla #TSLA #TeslaMotorsClub https://t.co/8qpKaAHsNE,rvnotone,2021-06-22 22:46:07,2,0,New Jersey,364
184,"@elonmusk I hope #SpaceX is still planning on putting a Dogecoin on the moon.
#doge #ElonMusk #DogeFather #dogearmy… https://t.co/7pzBIG8H9B",DunioSteve,2021-06-22 22:45:59,1,1,,2
185,Former @Tesla Exec Guillen Sells $274M in Stock #Tesla #TSLA #TeslaMotorsClub https://t.co/8qpKaAHsNE,TeslaMotorsClub,2021-06-22 22:45:58,2,5,The World,172220
186,TESLA STOCK PRICE AND VOLATILITY -Tesla up from yesterday's loss.https://t.co/id9xX3EOzN #Tesla $tsla #Elonmusk… https://t.co/nnCDr3UH6k,Nammbers,2021-06-22 22:45:14,0,1, ,18
187,.@Tesla Video Gives a Look at Plaid’s Incredible Acceleration #Tesla #Plaid #TeslaPlaid #ModelSPlaid… https://t.co/LM7r0CnK5I,TeslaMotorsClub,2021-06-22 22:44:17,0,2,The World,172220
188,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",RavenSagan,2021-06-22 22:44:04,507,0,,1
189,"RT @monitorjain: I just published Hacking the Tesla Powerwall for bad weather management, Observability, and Fun https://t.co/miiifJGyxY…",BTOPPod,2021-06-22 22:44:01,2,0,,345
190,"@BillyM2k @greg16676935420 #dogecoin for the memeries

#acceptdoge #tesla #crypto @slimjim #elonmusk… https://t.co/5U172IkOi8",Comm3ntT,2021-06-22 22:42:56,0,0,Moon,9
191,"RT @SellTesla: Sell Your Tesla - Free 21 Day Listing. 
A peer to peer EV marketplace dedicated to connecting private sellers and buyers of…",deborahutchens,2021-06-22 22:42:31,38,0,Wilmington NC,718
192,"Day 327 of asking @elonmusk for a Model 3.
#Elonmusk #Tesla #Model3 #TeslaSolarRoof https://t.co/mzzOeMtauW",CrackheadClaus,2021-06-22 22:41:58,0,0,,26
193,Current #Tesla Price: $624.08 📉 ⚡🚗🔋,TeslaHourly,2021-06-22 22:41:01,0,0,,0
194,👀 Eyes on @elonmusk #Tesla $EWT #Bitcoin https://t.co/3DL8LHfrSg,UltraDagChad,2021-06-22 22:40:38,0,1,ULTRA Metaverse ,4576
195,"@CumBlastBsc @Tesla @elonmusk Thank you @CumBlastBsc for the update 🙂
#cumblast #Tesla #giveaways",canadianjacs,2021-06-22 22:39:08,0,2,Canada,6471
196,#Tesla Model 3 Is Now 16th Bestselling Car In The World. (Forbes) #AutoIndustry #AutomobileIndustry… https://t.co/XIcc2Avsqf,jamesvgingerich,2021-06-22 22:39:00,1,2,"Waterloo, Ontario Canada",60295
197,"RT @TNR_Gold: #TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Increases Stake In #MarianaLithium Closer To 100% - ""Chinese Mining Compan…",Sufiy,2021-06-22 22:38:55,2,0,Global.,2937
198,RT @TNR_Gold: #TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Lithium Supercharges #MarianaLithium Development By US$600M Investment Mak…,Sufiy,2021-06-22 22:38:33,3,0,Global.,2937
199,"RT @CumBlastBsc: Time For Cumblasting Is Approaching!!!💦💦💦
One Lucky Cumblaster will be selected for the @Tesla #giveaway on June 23 at 5 p…",canadianjacs,2021-06-22 22:38:05,12,0,Canada,6471
200,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",Dylan02939106,2021-06-22 22:36:41,507,0,,108
201,RT @NickBalazs: @elonmusk now would be a fantastic time to announce @Tesla #dogecoin #ethereum acceptance! Giving the little guy an opportu…,taerrowynn,2021-06-22 22:35:56,14,0,,18
202,"RT @BGisBrandonGray: Lucid Motors to launch 2021 Lucid Air, an electric luxury vehicle that could rival Tesla
 https://t.co/ovIXShbnMy #luc…",TheRag28,2021-06-22 22:33:49,1,0,,17
203,"#Tesla #Tsla $Tesla #Teslastock

""Bubble Head""

     Mr. Gordon Johnson Lives
In A BUBBLE.... https://t.co/FnmRe0WIAV",Genewhitney63,2021-06-22 22:32:15,0,1,"Oneonta, NY",39
204,"Lucid Motors to launch 2021 Lucid Air, an electric luxury vehicle that could rival Tesla
 https://t.co/ovIXShbnMy… https://t.co/CEHG6XXcoa",BGisBrandonGray,2021-06-22 22:30:11,1,1,The Multiverse,2165
205,"$TSLA winnings of initial #BTC investment🙌

$-100143771 (-7.42 %) (Realized: 272 M)
(Estimating an average buy pric… https://t.co/XW6BpVvD6h",MBrae3,2021-06-22 22:30:05,0,0,,1263
206,"RT @BenevidesBianka: 🚨 COUNTDOWN: 4 DAYS TO #DUCKDAY 🚨

I'm accumulating #lunes, what about you? ⌛

#lunes #btc #eth #crypto #doge #tesla #…",Chico51793442,2021-06-22 22:28:36,37,0,,10
207,"RT @maxedlearn: Is artificial intelligence suitable for any industry right now?

https://t.co/tpU1BuHLv4
https://t.co/tpU1BuHLv4

 #Artific…",Artificialbra1n,2021-06-22 22:27:47,4,0,,1272
208,"@JosephVVallace Much Wow!
And #Doge / #dogemining  + #Tesla will drive this 😎",Doge4faithfull,2021-06-22 22:27:14,0,1,"Florida, USA",1042
209,RT @JohnNosta: Tesla Artificial Intelligence Day May Be Held in July. ⁦@EvaFoxU⁩ #tesla #AI  https://t.co/lVspcjRAOk,rrabg5,2021-06-22 22:27:02,3,0,NYC New York,573
210,"RT @Stephan9015: My list of new and upcoming #BEV (pure battery electric) vehicle models has now hit 500 and it will grow further. #EV, #VW…",Sufiy,2021-06-22 22:26:26,18,0,Global.,2937
211,RT @leoventuresllc: Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology https://t.co/wtngQ8C…,Fabriciosx,2021-06-22 22:24:35,1,0,Rio de janeiro,2706
212,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",Kayteetav,2021-06-22 22:24:12,507,0,"Palo Alto, CA",93
213,"Thanks #doge!!  

+ 65 000 instant ! Amazing #dogecoin team !!!
Tell your friends before it's too late
Like&amp;Retweet… https://t.co/PFJwr0As1u",nojus44,2021-06-22 22:23:46,7,10,,1
214,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology https://t.co/wtngQ8CLex,leoventuresllc,2021-06-22 22:23:46,1,1,"Chicago, IL",210
215,"I ❤ when I see Colorado plates in Illinois...especially on a Tesla in my neighborhood!!!

#tesla #modelx #colorado… https://t.co/a5FloJx2iC",cargrlCHI,2021-06-22 22:23:27,0,0,"Chicago, IL",397
216,RT @Astroudpro: I’m just saying #Doge is better - in they start hating even fkn harder — but we are unbothered ( #drake Marvin rooms voice…,Astroudpro,2021-06-22 22:23:17,2,0,,583
217,RT @DiavoloMartin: #this is the way? #doge #dogecoin #ElonMusk @dogecoin @elonmusk #Tesla @Tesla #cryptocurrency #pic #picturethis https://…,WilllianZanches,2021-06-22 22:22:40,173,0,,0
218,RT @Astroudpro: $Doge the wonderful wizard of #Doge — to theeee mooooooooooon — in my #tesla #Doge1 #spacex #dogetothemoon https://t.co/Jh7…,Astroudpro,2021-06-22 22:22:36,3,0,,583
219,RT @Astroudpro: Happy Saturday #Dogefam — feeling amazing today #Doge1 #SnL @elonmusk  love in respect to you #Tesla #Doge4Tesla #Doge http…,Astroudpro,2021-06-22 22:21:03,4,0,,583
220,"Make: Toyota
Model: Land cruiser prado
Year: 2014 upgraded to 2020
Location: Lagos
Contact 08086442495
Inspection i… https://t.co/CxuSnTqaI0",Adekoya05212877,2021-06-22 22:21:02,1,1,"Lagos, URA",167
221,"RT @Teslaconomics: I remember when many would show off their lambos and luxuries watches, but I was never into that bc I knew through inves…",iraymondcunanan,2021-06-22 22:21:01,6,0,"New York, NY 🗽",215
222,Anyone know when the #cybertruck is supposed to come out #Tesla #Elonmusk #teslacybertruck,EmeinDaniel,2021-06-22 22:17:53,0,0,,49
223,"Thanks #doge!!  

+ 56 000 instant ! Amazing #dogecoin team !!!
.

.      

   .  

.

$doge $shiba #bitcoin $eth… https://t.co/IMytDMmL84",JasonFastner,2021-06-22 22:17:05,9,10,,1
224,RT @knovhov: This statue of Nikola Tesla in Silicon Valley radiates free wifi in memory of his dream to provide free power to the whole wor…,jaci_wiley,2021-06-22 22:15:25,2,0,,1468
225,"@Astroudpro Nice wheels 😎 
#doge #tesla  #dogecoin",Doge4faithfull,2021-06-22 22:13:46,0,2,"Florida, USA",1042
226,RT @EvanKirstel: #Tesla's 'Dojo' #supercomputer will train its vision-centric #autonomous tech https://t.co/UvRZdD7Acm #ai #deeplearning @t…,VietNameXchange,2021-06-22 22:13:02,17,0,QP92+8P,1381
227,So awesome! Next on my list #pink #tesla https://t.co/TAPdz0yg5p,KrissyPoet,2021-06-22 22:08:27,0,1,"Pennsylvania, USA",1
228,#Tesla cars look so dull. Inside and outside. I’ve said it.,ChartBender,2021-06-22 22:08:00,0,0,,57
229,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,sectest9,2021-06-22 22:05:25,49,0,"Hyderabad, India",36120
230,RT @JohnNosta: Elon Musk’s Wonder and Fear: The Duality of Innovation.  https://t.co/BEGjvKSGvJ #Tesla #innovation #technology @elonmusk  #…,terran10locks,2021-06-22 22:04:45,49,0,"London, England",119
231,"RT @Vancity_Tesla: Visited the Cache Creek #Tesla Supercharger, 8 stalls V3, 250kW. 

Also a BC Hydro, 50kW charger, and a Flo Charger 50kW…",Mod3My,2021-06-22 22:04:37,1,0,Canada,1547
232,"Currently, 1 $DOGE = $0.190720.

At this rate, a #Tesla Model X costs:
• Long Range: 471,844 Ɖ
• Plaid: 629,143 Ɖ… https://t.co/d3PENATsmP",dogecoin4tesla,2021-06-22 22:01:48,0,1,The Moon,867
233,"🚨 Rest only 4 DAYS TO #DUCKDAY 🚨

I'm buying and accumulating #lunes, and you? ⌛

 #btc #eth #crypto #doge #tesla… https://t.co/T8nwfDrnvi",fabioelker,2021-06-22 22:01:44,0,0,,320
234,"Signature Bank’s Blockchain Payment Platform to Accept Trueusd Stablecoin https://t.co/96sabUzHMy 
#Bitcoin… https://t.co/LnMpaNiDXH",KhalifaNassif,2021-06-22 22:00:12,0,0,US,273
235,"RT @CumBlastBsc: Time For Cumblasting Is Approaching!!!💦💦💦
One Lucky Cumblaster will be selected for the @Tesla #giveaway on June 23 at 5 p…",green_42069,2021-06-22 22:00:07,12,0,,61
236,"RT @TheTeslaLife: The Chipotle restaurant launches a new video game featuring #Tesla #Model3, and you could win one!  https://t.co/LXWzrW5Z…",TooleBraiden,2021-06-22 21:59:50,2,0,,19
237,"RT @CumBlastBsc: Time For Cumblasting Is Approaching!!!💦💦💦
One Lucky Cumblaster will be selected for the @Tesla #giveaway on June 23 at 5 p…",isacrypto1,2021-06-22 21:59:49,12,0,,29
238,"RT @superchargefeed: #tesla #supercharger in Bemidji, MN, USA is under construction with 8 stalls (250 kW) https://t.co/wtZlc20wjG",mnmfabian,2021-06-22 21:59:38,4,0,"Mason City, IA",66
239,"RT @Amin07559166: When elon (Doge Father) supports his own child.
What is your plan now guys? Does elon  support him again?

Elon, do you s…",RealMan72948713,2021-06-22 21:59:35,281,0,,1
240,"Day 1 of asking @elonmusk for a free car because I'm broke.

#Tesla",m0destly,2021-06-22 21:59:31,0,1,"The Norff, England",621
241,"Day 01/365 for my inspiration to see this video @elonmusk 😄 

#Elonmusk 
#Tesla 
#SpaceX https://t.co/ZkGMpAhIat",farboot1003,2021-06-22 21:59:26,1,0,"Campinas, Brasil",4
242,"Time For Cumblasting Is Approaching!!!💦💦💦
One Lucky Cumblaster will be selected for the @Tesla #giveaway on June 23… https://t.co/qJ4DheSBeL",CumBlastBsc,2021-06-22 21:59:22,12,20,,1445
243,"Visited the Cache Creek #Tesla Supercharger, 8 stalls V3, 250kW. 

Also a BC Hydro, 50kW charger, and a Flo Charger… https://t.co/jjyDyDxL3i",Vancity_Tesla,2021-06-22 21:59:18,1,7,"Vancouver, British Columbia",179
244,"RT @BitOcoinDev: We think you are gonna love BITOCOIN...

#elon #musk #elonmusk #elongate #cryptoart #tesla #bitocoin #isnot #bitcoin #cryp…",Quanticcoin,2021-06-22 21:59:03,6,0,,33
245,"RT @JuliusKnz: @elongateog DIAMOND HANDS 💎 
PATIENCE WILL BE REWARDED MY FRIENDS - soon to the Moon 🚀🚀🚀🚀 
greetings from 🇵🇹 ♥️
#ELONGATEFAM…",Emre14102,2021-06-22 21:58:56,10,0,,86
246,"Thanks #doge!!  

+ 47 000 instant ! Amazing #dogecoin team !!!
.
      
.
    
.
   
.

$doge $shiba #bitcoin $eth… https://t.co/iZmvwgmtnb",pooling_io,2021-06-22 21:58:47,9,11,"Darmstadt, Germany",13
247,"RT @TNR_Gold: #TNRGold🔋 $TNR.v Lithium Royalty Holding: #Ganfeng Increases Stake In #MarianaLithium Closer To 100% - ""Chinese Mining Compan…",kirillklip,2021-06-22 21:58:35,1,0,"Planet #Earth, mostly.",7703
248,"RT @Doge4Kids: @elonmusk Can I donate you all my #dogecoin Matrix? I feel we are all into this Simulation of Dreams, all I want for X-mass…",godfrey_G_,2021-06-22 21:58:12,1,0,"Johannesburg, South Africa",2425
249,"RT @nasalahe: Number of Teslas registered in Norway today was 214 with 0 Model S, 0 Model X and 214 Model 3 making it a total of 63815 Sour…",Paul49787221,2021-06-22 21:58:06,1,0,,140
250,PBOC Instructs China’s Banks to Forbid All Cryptocurrency Related Activities Immediately https://t.co/h5lbZVHkuY… https://t.co/vxkY1siezl,KhalifaNassif,2021-06-22 21:57:13,0,1,US,273
251,"Its a showdown in a no man's la d, Im a cowboy of the modern day. 
#tesla
https://t.co/wAjF7RkKjh",Eleazarfontes,2021-06-22 21:56:19,0,0,"Bosstown, WI.",418
252,"RT @DIEBO37: Tesla Shows Off Its Brand New AI-Training Supercomputer
#Tesla #AI #ArtificialIntelligence #SuperComputer #𝒟𝒾𝑒𝒷𝒪37 
https://t.…",nilgunm7575,2021-06-22 21:55:43,35,0,,5351
253,"RT @Stephan9015: My list of new and upcoming #BEV (pure battery electric) vehicle models has now hit 500 and it will grow further. #EV, #VW…",DrColinTrainor,2021-06-22 21:54:45,18,0,"Ballarat, Victoria, Australia",2564
254,"@maxkeiser Yeah, double down on pointless confrontations against the guy who can move the market with a tweet, espe… https://t.co/9fNgzumQVj",Falcoperecrypto,2021-06-22 21:53:48,0,8,Berlin,65
255,I'm looking to garage the Viper for a while and start commuting with a #Tesla. I was looking @Tesla Referral Progra… https://t.co/N0fF0ifBDr,jlhyer,2021-06-22 21:53:31,0,0,,6
256,"RT @stevenmarkryan: https://t.co/TiGS6L93Ne - Tesla AI Director Gives MIND BLOWING Update On Autonomy 🤯

NEW

$TSLA #Tesla @Tesla https://t…",JerylKeith,2021-06-22 21:53:27,38,0,"Manhattan, KS",582
257,"Explainer: What’s happening with @Tesla’s $7 billion German ‘gigafactory’? https://t.co/2HSygzDl0Q 

by… https://t.co/1iqpAhQwpu",ErnestScheyder,2021-06-22 21:52:18,0,0,,12087
258,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",LilGypsyOne,2021-06-22 21:51:50,507,0,Oaken Office,842
259,"RT @MrTommyCampbell: Just finished a 1000km road trip in my Tesla Model 3. 
Cost $11 and I had no fatigue thanks to FSD. 
Safe, nimble, fas…",Carmelodni,2021-06-22 21:50:09,103,0,,0
260,"Number of Teslas registered in Norway today was 214 with 0 Model S, 0 Model X and 214 Model 3 making it a total of… https://t.co/EpoaAHA6bp",nasalahe,2021-06-22 21:50:03,1,8,"Oslo, Norge",1069
261,"@elonmusk Can I donate you all my #dogecoin Matrix? I feel we are all into this Simulation of Dreams, all I want fo… https://t.co/OdU2RfapeI",Doge4Kids,2021-06-22 21:49:55,1,0,Globe - Moon - Mars - WOOFF!,39
262,"RT @MrTommyCampbell: Just finished a 1000km road trip in my Tesla Model 3. 
Cost $11 and I had no fatigue thanks to FSD. 
Safe, nimble, fas…",CB4KKER,2021-06-22 21:48:50,103,0,Heerhugowaard,185
263,1 tweet from @elonmusk and we will take off. #BTC #Tesla #Elon Musk,legindairyhaha,2021-06-22 21:48:37,0,0,"Moon, PA",36
264,"RT @ClaireMusk: Thank you for taking questions, Mr. #Tesla Semi-Official Spokesman. My question is, where is your peer-reviewed data for:…",SteelNicho,2021-06-22 21:48:14,3,0,sometimes behind a Canon,694
265,"Thanks #doge!!  

+ 45 000 instant ! Amazing #dogecoin team !!!
.
    
.
    
.

.

$doge $shiba #bitcoin $eth… https://t.co/EUb60Q0DXb",JasonFastner,2021-06-22 21:48:13,5,11,,1
266,Tesla will not be around for long...all car manufactures are now making electric cars that are affordable...its jus… https://t.co/wEIk2xjoep,WaxTechTips,2021-06-22 21:46:47,0,0,South Africa,1
267,RT @TheTeslaLife: #Tesla Energy is launching in China 🇨🇳 with the #Powerwall and #Solar products https://t.co/hNfISwTpOZ https://t.co/bnoBF…,mandeepdhinds12,2021-06-22 21:46:38,4,0,"Danville, CA",10
268,"@BillyM2k Ðoge transaction fees are improving, the energy use will improve too, @elonmusk will finally make the ann… https://t.co/WGFgpecyaR",johnbrennxn,2021-06-22 21:44:46,0,2,United States,504
269,RT @driversside: Mustang Mach-E Beats EPA Range Estimates In Testing While Tesla Falls Short via @torquenewsauto #MustangMachE #Tesla #tesl…,MarkEakin,2021-06-22 21:43:24,13,0,Maryland,3392
270,"RT @pauljamil: Just took delivery of the first Model S Plaid in Virginia. I’ve owned lambos, ferraris, and mclarens, and I’ve NEVER felt an…",Randallpolu2,2021-06-22 21:43:07,507,0,,0
